ID,Text,Region,Context,Surface_Meaning,Intended_Meaning,Intent_Type,Emotion,Emotion_Intensity,Sarcasm,Sarcasm_Intensity,Polarity_Surface,Polarity_Intent,Relation,Customer_Service,Complaint,Escalation_Risk,Explanation,Source
937,ما ألومك شخصيًا، بس النظام اللي تشتغلون فيه واضح إنه يحتاج تطوير.,الشرقية,أخطأ موظف في تنفيذ إجراء بسبب تعقيد نظام العمل الداخلي وليس بسبب إهماله الشخصي، فوجّه العميل ملاحظته للنظام بدلاً من الشخص مباشرة.,محايد,انتقاد موضوعي يوجه اللوم للنظام لا للشخص المنفذ,اقتراح,استياء,2,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,الفصل الصريح بين مسؤولية الموظف الشخصية وضعف النظام الإجرائي يجعل الجملة تقييمًا موضوعيًا وعادلاً دون أي سخرية.,Dataset4_1000
938,عادي ما تسوون شي زيادة، بس أنا أشوف هذا أقل الواجب فعليًا.,الجنوبية,قدّم مركز خدمة تعويضًا بسيطًا جدًا لعميل تعرض لضرر أكبر نسبيًا، فعبّر العميل عن قبول المستوى المقدم مع تسجيل تحفظه الصريح على كفايته.,محايد,قبول مشروط يحمل استياءً صريحًا من عدم كفاية التعويض,شكوى,استياء,2,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,التحفظ هنا صريح وواضح وليس مبطنًا، فالعميل يعبّر بوضوح عن رأيه في كفاية التعويض دون أي غموض.,Dataset4_1000
939,سبحان الله، نفس الاقتراح اللي رفضتوه مني الشهر اللي طاف قبلتوه من شخص ثاني.,الشمالية,قدّم موظف اقتراحًا رُفض من الإدارة الشهر الماضي، ثم لاحظ قبول نفس الاقتراح تقريبًا عندما طرحه زميل آخر لاحقًا دون أي تغيير جوهري فيه.,محايد,استياء مباشر من ازدواجية معايير في تقييم نفس الفكرة,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,لا,لا,متوسط,التناقض الفعلي في التعامل مع نفس الفكرة حسب مصدرها يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
940,والله يبان عليكم متحمسين للمشروع، بس الحماس وحده ما يكفي بدون خطة واضحة.,سعودية عامة,أبدى فريق حماسًا واضحًا لبدء مشروع جديد، لكن العرض التقديمي افتقر لخطة تنفيذية واضحة أو جدول زمني محدد رغم الحماس الظاهر.,محايد,تقييم متوازن يفصل بين تقدير الحماس ونقد غياب التخطيط,اقتراح,قلق,2,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,الفصل الصريح بين تقدير الحماس الظاهري والنقد الموضوعي لغياب الخطة يجعل الجملة تقييمًا متوازنًا دون أي سخرية.,Dataset4_1000
941,ما أبي أسبق الأحداث، بس مؤشرات البداية ما كانت مشجعة كثير.,الوسطى,بدأ مشروع جديد بعدة عقبات بسيطة في أسبوعه الأول، فعبّر أحد أعضاء الفريق عن ملاحظة حذرة دون إصدار حكم نهائي متسرع على مستقبل المشروع.,محايد,ملاحظة حذرة ومتحفظة دون حكم متسرع أو سخرية,استفسار,قلق,1,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,هذه حالة معنى غير مباشر (ملاحظة حذرة) لكن بدون سخرية أو استياء عميق، فالتحفظ هنا منطقي وموضوعي فقط.,Dataset4_1000
942,مو مشكلة إننا نعيد الجدولة، بس هذي رابع مرة يصير فيها نفس الشي بالضبط.,الحجازية,اضطر فريق لإعادة جدولة اجتماع مهم للمرة الرابعة بسبب نفس الطرف المتسبب في التأجيل في كل مرة سابقة دون أي تغيير في هذا النمط.,محايد,استياء مباشر مغلف بعبارة تساهل ظاهرية في البداية,شكوى,نفاد صبر,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,متوسط,التحديد الدقيق لعدد مرات التكرار (رابع مرة) يجعل عبارة التساهل الظاهرية استياءً حقيقيًا من نمط متكرر وموثق.,Dataset4_1000
943,أحترم تجربتكم بالمجال، بس بصراحة النتيجة ما طابقت التوقعات اللي بنيناها على كلامكم.,الشرقية,وعد مستشار عميلاً بنتائج معينة بناءً على خبرته المزعومة في المجال، لكن النتيجة الفعلية جاءت أقل بكثير من التوقعات المبنية على وعوده الأولية.,سلبي,خيبة أمل صريحة تفصل بين احترام الخبرة ونقد النتيجة الفعلية,شكوى,خيبة أمل,3,لا,0,سلبي,سلبي,مرتبط,لا,نعم,متوسط,الفصل الصريح بين احترام الخبرة المزعومة والنقد الموضوعي للنتيجة الفعلية يجعل الجملة خيبة أمل واضحة دون أي سخرية.,Dataset4_1000
944,ما راح أحكم عليكم من موقف واحد، بس هذا الموقف بالذات كان مخيب فعلاً.,الجنوبية,قدّمت شركة خدمة سيئة بشكل استثنائي في مناسبة واحدة مقارنة بتاريخها الجيد المعتاد، فعبّر عميل دائم عن خيبة أمله من هذا الموقف تحديدًا دون تعميم.,سلبي,خيبة أمل مباشرة ومحددة بموقف واحد دون تعميم متسرع,شكوى,خيبة أمل,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,التحديد الصريح لموقف واحد دون تعميم على كامل التجربة يجعل خيبة الأمل موضوعية ومباشرة دون أي مبالغة.,Dataset4_1000
945,عساها كانت مجرد صدفة، بس لو تكررت بأسبوع الجاي بصير عندي قلق حقيقي.,الشمالية,لاحظ عميل خطأ واحدًا في فاتورته الشهرية لأول مرة بعد سنوات من التعامل الدقيق مع نفس الشركة، فعبّر عن تفهمه المبدئي مع تحذير واضح من التكرار.,محايد,تفهم مبدئي مصحوب بتحذير صريح ومحدد من التكرار,تحذير,قلق,1,لا,0,محايد,سلبي,مرتبط,نعم,لا,منخفض,التحذير هنا صريح وواضح المصدر من احتمال التكرار، وليس مبطنًا أو مخفيًا خلف صياغة ملتبسة.,Dataset4_1000
946,والله أمي فرحانة، صار عندها خط اتصال مباشر بالمستشفى بدل ما تنتظر بالطابور كل مرة.,الوسطى,اشتركت والدة المتحدث في برنامج رعاية كبار السن بمستشفى قريب، ووفر لها البرنامج خط تواصل مباشر لحجز المواعيد دون الحاجة للانتظار كباقي المراجعين.,مدح,رضا حقيقي عن خدمة عملية تسهل حياة والدة مسنة,شكر,رضا,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الخدمة على حياة والدة مسنة تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
947,طيب ليش أخوي الصغير يقدر يشترك بالتطبيق بعمر أقل من المسموح رسميًا؟,الحجازية,لاحظ ولي أمر أن تطبيقًا معينًا يفرض حدًا أدنى للعمر عند التسجيل، لكن أخاه الأصغر تمكن فعليًا من إنشاء حساب رغم كونه أصغر من السن المطلوب رسميًا.,محايد,قلق مباشر من ثغرة أمان تخص حماية القاصرين,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,متوسط,الثغرة الفعلية في نظام التحقق من العمر تثير قلقًا منطقيًا ومباشرًا لدى ولي الأمر دون أي مبالغة.,Dataset4_1000
948,عاشت الأيادي، صديقتي ذكرتني بموعد دوائي وأنا ناسية تمامًا.,الشرقية,نسيت المتحدثة موعد تناول دواء مهم، وذكّرتها صديقتها في الوقت المناسب تمامًا قبل أن يفوتها الموعد بوقت طويل.,مدح,امتنان حقيقي وصادق لاهتمام صديقة حقيقي وفي وقته,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,التذكير الفعلي في الوقت المناسب تمامًا يجعل الامتنان صادقًا ومباشرًا دون أي مبالغة.,Dataset4_1000
949,سبحان الله، ابني صار يفضل يلعب بالجوال على ما يلعب معانا، لاحظته الأسبوعين الأخيرين.,الجنوبية,لاحظ والد تغيرًا في سلوك ابنه خلال الأسبوعين الأخيرين، حيث أصبح يفضل قضاء الوقت على الجوال بدلاً من اللعب مع العائلة كما كان معتادًا.,محايد,قلق مباشر من تغير سلوكي ملحوظ يستحق المتابعة,استفسار,قلق,3,لا,0,محايد,محايد,مرتبط,لا,لا,منخفض,الملاحظة الزمنية الدقيقة (الأسبوعين الأخيرين) تجعل القلق موضوعيًا ومباشرًا دون أي مبالغة أو سخرية.,Dataset4_1000
950,والله فرحانين، صار فيه نادي صيفي قريب من البيت يناسب عمر بناتي بالضبط.,الشمالية,بحثت أسرة عن نشاط صيفي مناسب لبناتها منذ فترة، ووجدت أخيرًا ناديًا صيفيًا قريبًا يستهدف فعليًا نفس الفئة العمرية لبناتها بدقة.,مدح,فرح حقيقي عن حل مناسب لاحتياج عائلي كان قائمًا فعليًا,شكر,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الملاءمة الفعلية الدقيقة للاحتياج العائلي القائم تجعل الفرح المعبر عنه صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
951,طيب ليش المدرسة تطلب رسوم رحلة مدرسية بمبلغ يعادل نصف الراتب الشهري تقريبًا؟,سعودية عامة,طلبت مدرسة من أولياء الأمور مبلغًا مرتفعًا نسبيًا لرحلة مدرسية اختيارية، يشكل عبئًا ماليًا كبيرًا على بعض الأسر ذات الدخل المحدود.,محايد,استياء مباشر من عبء مالي كبير لنشاط اختياري,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,منخفض,حجم العبء المالي الفعلي على أسر محدودة الدخل يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
952,عاشت الأيادي، جارتنا الجديدة عرضت تساعدني بالأطفال لما احتجت أطلع لموعد طبي طارئ.,الوسطى,احتاجت أم لحضور موعد طبي طارئ دون وجود من يعتني بأطفالها، فبادرت جارتها الجديدة بعرض المساعدة فورًا دون أن تُسأل.,مدح,امتنان حقيقي وصادق لمبادرة إنسانية في وقت الحاجة,شكر,امتنان,4,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة الإنسانية الفعلية في وقت حاجة حقيقية تجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
953,سبحان الله، نفس النشاط الرياضي سعره يختلف بين ولد وبنت بنفس المركز.,الحجازية,لاحظ ولي أمر تسعيرًا مختلفًا لنفس النشاط الرياضي حسب جنس المشترك في مركز ترفيهي عائلي، دون أي تفسير واضح لهذا التباين.,محايد,استغراب واستياء من تسعير غير مبرر وغير منطقي,استفسار,استياء,2,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,عدم وجود تفسير منطقي لهذا التباين في التسعير يجعل الاستغراب استياءً حقيقيًا يستحق التوضيح.,Dataset4_1000
954,والله ما توقعت، خالي اتصل بنفسه يسأل إذا نحتاج مساعدة بترتيبات العزيمة.,الشرقية,استعدت عائلة لتنظيم عزيمة عائلية كبيرة، وبادر أحد الأقارب بالاتصال شخصيًا لعرض المساعدة في الترتيبات دون أن يُطلب منه ذلك.,مدح,امتنان حقيقي لمبادرة عائلية استباقية ولطيفة,شكر,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة العائلية الفعلية غير المطلوبة تجعل الامتنان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
955,طيب ليش مركز الترفيه يمنع الأطفال أقل من ست سنوات وما فيه أي منطقة لعب لهم أصلاً؟,الجنوبية,زارت أسرة مركز ترفيه عائلي معلن كوجهة مناسبة لجميع الأعمار، لكنهم اكتشفوا وجود قيد عمري يمنع أطفالهم الأصغر من دخول أغلب المناطق الترفيهية.,محايد,استياء مباشر من فجوة بين وصف تسويقي وواقع فعلي محدود,شكوى,استياء,2,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,الفجوة الفعلية بين الوصف التسويقي العام والقيود الحقيقية تجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
956,عاشت الأيادي، جدي صار يقدر يتواصل معنا بالفيديو بعد ما علمته أختي بصبر.,الشمالية,علّمت أخت المتحدث جدها المسن استخدام مكالمات الفيديو بصبر كبير على مدى عدة أيام، حتى أصبح قادرًا على التواصل مع العائلة بشكل مستقل.,مدح,امتنان حقيقي وصادق لجهد عائلي صبور ومؤثر,شكر,امتنان,4,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الجهد الفعلي الصبور والمؤثر الموصوف في السياق يجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
957,سبحان الله، صار فيه ثلاث نسخ مختلفة من نفس قصة الحادثة بين أفراد العائلة.,سعودية عامة,روى ثلاثة أفراد من نفس العائلة نفس حادثة بسيطة وقعت في مناسبة عائلية، لكن كل رواية اختلفت في بعض التفاصيل عن الأخرى بشكل ملحوظ.,محايد,استغراب حقيقي من تضارب روايات لموقف واحد بلا استياء عميق,حياد,ارتباك,1,لا,0,محايد,محايد,مرتبط,لا,لا,منخفض,الاستغراب هنا حقيقي وخفيف من تضارب طبيعي في الروايات، دون أي دلالة على غضب أو سخرية عميقة.,Dataset4_1000
958,والله فرحانين، معلمة أختي الصغيرة تواصلت معنا تشرح كيف نساعدها بالبيت.,الوسطى,تواصلت معلمة مع عائلة طالبة تواجه صعوبة في مادة معينة، وشرحت لهم بالتفصيل كيفية مساعدتها في المذاكرة بالمنزل، دون أن يطلبوا هذا الدعم صراحة.,مدح,امتنان حقيقي لمبادرة تعليمية استباقية تفوق الواجب الوظيفي,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة التعليمية الاستباقية التي فاقت الواجب الوظيفي البسيط تجعل الامتنان صادقًا وعميقًا.,Dataset4_1000
959,طيب ليش عيادة الأسنان للأطفال تحجز مواعيد بنفس طريقة عيادة الكبار المزدحمة؟,الحجازية,حجز والد موعدًا لطفله في عيادة أسنان مخصصة للأطفال، لكنه واجه نفس نظام الانتظار الطويل والمزدحم المعتاد في عيادات الكبار دون أي مراعاة خاصة للأطفال.,محايد,استياء مباشر من عدم مراعاة طبيعة عيادة مخصصة للأطفال,شكوى,قلق,2,لا,0,محايد,سلبي,مرتبط,نعم,لا,منخفض,عدم المراعاة الفعلية لطبيعة عيادة متخصصة بالأطفال يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
960,عاشت الأيادي، أختي صممت لنا جدول مذاكرة يراعي مواعيد صلاتنا وأنشطتنا.,الشرقية,صممت أخت المتحدث جدول مذاكرة مفصلاً لإخوتها الأصغر يراعي مواعيد الصلاة والأنشطة اليومية المختلفة، مما سهل عليهم تنظيم وقتهم بشكل فعلي.,مدح,امتنان حقيقي لجهد عائلي منظم ومفيد فعليًا,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الفائدة العملية الفعلية لهذا الجهد المنظم تجعل الامتنان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
961,سبحان الله، جمعية الحي وزعت سلات غذائية للأسر المحتاجة بدون ما أحد يحرج نفسه بالطلب.,الجنوبية,نظمت جمعية خيرية محلية توزيع سلات غذائية للأسر المحتاجة في الحي بطريقة تحفظ خصوصيتهم وكرامتهم دون الحاجة لطلب المساعدة علنًا.,مدح,امتنان حقيقي لمبادرة إنسانية تراعي كرامة المستفيدين فعليًا,شكر,امتنان,4,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المراعاة الفعلية لكرامة المستفيدين في هذه المبادرة تجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
962,والله ما توقعت، صديقة أمي اتصلت تطمنها بعد العملية بدون ما تعرف إنها متوترة أصلاً.,الشمالية,أجرت والدة المتحدث عملية بسيطة، واتصلت صديقة قديمة لها للاطمئنان دون أن تعرف أصلاً أن الوالدة كانت متوترة بشأن العملية، مما جاء التوقيت مثاليًا.,مدح,امتنان حقيقي وصادق لتوقيت لطيف وغير مقصود,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,التوقيت المثالي غير المقصود لهذا الاتصال يجعل الامتنان صادقًا ومؤثرًا دون أي مبالغة.,Dataset4_1000
963,طيب ليش برنامج تطعيم الأطفال بالمركز الصحي يحجز موعد بعد شهرين لتطعيم روتيني؟,سعودية عامة,حاولت أم حجز موعد لتطعيم روتيني لطفلها في مركز صحي حكومي، لكن أقرب موعد متاح كان بعد شهرين كاملين رغم أن التطعيم مجدول ضمن برنامج زمني محدد.,محايد,قلق مباشر من تأخير يؤثر على جدول تطعيم طبي مهم,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,التأخير الفعلي المؤثر على جدول طبي مهم لطفل يجعل القلق منطقيًا ومباشرًا ويستحق متابعة عاجلة.,Dataset4_1000
964,عاشت الأيادي، أختي الكبيرة راجعت واجب أخوي كل يوم بدون ما نطلب منها.,الوسطى,بادرت أخت كبرى بمراجعة واجبات أخيها الصغير يوميًا خلال فترة امتحاناته، دون أن يطلب منها أحد في العائلة هذا الجهد الإضافي المستمر.,مدح,امتنان حقيقي لجهد عائلي مستمر وغير مطلوب رسميًا,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الجهد المستمر الفعلي غير المطلوب رسميًا يجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
965,سبحان الله، مسبح النادي العائلي يفتح للنساء وقت ضيق جدًا مقارنة بوقت الرجال.,الحجازية,لاحظت عضوة نادٍ عائلي أن الأوقات المخصصة للنساء في المسبح أقصر بكثير من الأوقات المخصصة للرجال، رغم دفع نفس قيمة الاشتراك لكلا الجنسين.,محايد,استياء مباشر من عدم توازن في توزيع الأوقات مقابل نفس الاشتراك,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,عدم التوازن الفعلي في توزيع الأوقات مقابل نفس قيمة الاشتراك يجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
966,والله فرحانين، عمي علمنا كيف نصلح دراجة أخوي بدل ما يشتري وحدة جديدة.,الشرقية,تعطلت دراجة طفل، فبدلاً من شراء واحدة جديدة، خصص العم وقتًا لتعليم العائلة كيفية إصلاحها بأنفسهم، مما وفر مالاً وعلّمهم مهارة جديدة في آن واحد.,مدح,امتنان حقيقي لمبادرة تعليمية عملية توفر جهدًا وتعلّم مهارة,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الفائدة المزدوجة الفعلية (توفير مالي وتعلم مهارة) تجعل الامتنان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
967,طيب ليش نادي الأطفال الصيفي يلغي النشاط بدون تعويض لو صار فيه غيوم بس؟,الجنوبية,ألغى نادٍ صيفي نشاطًا خارجيًا لمجرد ظهور غيوم خفيفة دون أي هطول فعلي للمطر، دون تقديم بديل أو تعويض عن النشاط الملغى لأولياء الأمور الذين دفعوا رسومه.,محايد,استياء مباشر من إلغاء غير مبرر بدون بديل أو تعويض,شكوى,استياء,2,لا,0,محايد,سلبي,مرتبط,لا,نعم,منخفض,عدم وجود مبرر فعلي كافٍ للإلغاء دون تعويض يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
968,عاشت الأيادي، صديقتي القديمة تذكرت عيد ميلاد ابني بدون ما أذكرها.,الشمالية,تذكرت صديقة قديمة عيد ميلاد ابن المتحدثة دون أي تذكير منها، وأرسلت تهنئة صادقة ومفاجئة أثلجت صدر الأم.,مدح,فرح حقيقي وصادق بمبادرة صداقة قديمة ومستمرة,شكر,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,التذكر التلقائي الفعلي دون أي تذكير مسبق يجعل الفرح المعبر عنه صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
969,سبحان الله، مستشفى الولادة يفرض زيارات محدودة جدًا حتى للأب نفسه.,سعودية عامة,وضع مستشفى قيودًا صارمة على أوقات زيارة الأب لزوجته وطفلها حديث الولادة، بحيث لا تتجاوز الزيارة اليومية فترة قصيرة جدًا لا تتناسب مع طبيعة هذه المرحلة الحساسة.,محايد,استياء مباشر من قيود صارمة لا تراعي احتياج عائلي حساس,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,لا,متوسط,عدم مراعاة القيود الفعلية لطبيعة مرحلة حساسة كهذه يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
970,والله ما توقعت، ابن عمي اتصل يعرض يوصلني للمطار بدون ما أطلب منه.,الوسطى,احتاج المتحدث لمن يوصله للمطار في وقت مبكر جدًا، فبادر ابن عمه بالاتصال وعرض توصيله دون أن يُطلب منه ذلك أصلاً.,مدح,امتنان حقيقي لمبادرة عائلية استباقية ومريحة,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة العائلية الفعلية غير المطلوبة تجعل الامتنان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
971,طيب ليش رياض الأطفال تطلب رسوم تسجيل غير قابلة للاسترجاع حتى لو ما بدأ العام الدراسي؟,الحجازية,سجّلت أم طفلها في روضة أطفال ودفعت رسوم تسجيل، لكنها اضطرت للانسحاب قبل بدء العام الدراسي فعليًا بسبب انتقال العائلة، فرفضت الروضة استرجاع أي مبلغ.,محايد,استياء مباشر من سياسة صارمة لا تراعي ظرفًا لم يبدأ فيه العام أصلاً,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,لا,لا,متوسط,عدم مراعاة السياسة لظرف انسحاب قبل بدء العام الدراسي فعليًا يجعل الاستياء منطقيًا ويستحق مرونة إضافية.,Dataset4_1000
972,عاشت الأيادي، بنت خالتي علمت أطفالها يتبرعون بألعابهم القديمة قبل العيد.,الشرقية,شجعت أم أطفالها على التبرع بألعابهم القديمة التي لم يعودوا يستخدمونها للأطفال المحتاجين قبل حلول العيد، مما غرس فيهم قيمة العطاء منذ الصغر.,مدح,إعجاب حقيقي بمبادرة تربوية مؤثرة وقيّمة فعليًا,مدح,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الأثر التربوي الفعلي المؤثر لهذه المبادرة يجعل الإعجاب صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
973,سبحان الله، ابني رجع من المدرسة وهو يعرف يشرح لي درس الرياضيات أحسن من المعلم.,الجنوبية,لاحظ والد أن ابنه أصبح قادرًا على شرح مفهوم رياضي معقد بوضوح شديد بعد حصة دراسية واحدة فقط، مما عكس جودة تدريس المعلم الفعلية.,مدح,إعجاب حقيقي وصادق بأثر تعليمي ملموس على الابن,مدح,فخر,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الأثر التعليمي الملموس الفعلي على الابن يجعل الإعجاب صادقًا وموضوعيًا دون أي مبالغة أو سخرية.,Dataset4_1000
974,والله فرحانين، صار فيه ممر آمن للمشاة قدام المدرسة بعد سنوات من المطالبة.,الشمالية,طالب أولياء أمور طلاب مدرسة بإنشاء ممر مشاة آمن أمام المدرسة لسنوات عديدة، وأخيرًا استجابت البلدية وأنشأت هذا الممر مما حسّن سلامة الطلاب فعليًا.,مدح,رضا حقيقي وصادق عن استجابة لمطالبة طويلة الأمد,شكر,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,طول مدة المطالبة الفعلية قبل الاستجابة تعزز صدق الرضا عن هذا التحسن الأمني المهم.,Dataset4_1000
975,طيب ليش نظام حضانة الأطفال بالمول يقبل أطفال لسنة وحدة بس وأنا محتاج ساعتين؟,سعودية عامة,زارت أسرة مولاً تجاريًا يقدم خدمة حضانة مؤقتة للأطفال، لكن النظام يسمح باستخدام الخدمة لمدة ساعة واحدة فقط، بينما تحتاج العائلة لوقت أطول لإنجاز تسوقها.,محايد,استياء مباشر من قيد زمني لا يتناسب مع احتياج فعلي شائع,شكوى,قلق,2,لا,0,محايد,سلبي,مرتبط,نعم,لا,منخفض,عدم تناسب القيد الزمني الفعلي مع احتياج شائع للعائلات يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
976,عاشت الأيادي، جارنا الجديد ساعد أبوي يركب الرف بدون ما نطلب منه شي.,الوسطى,لاحظ جار جديد أن والد المتحدث يواجه صعوبة في تركيب رف كبير بمفرده، فبادر بمساعدته فورًا دون أي طلب مسبق من العائلة.,مدح,امتنان حقيقي لمبادرة جوار طيبة وتلقائية,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة التلقائية الفعلية غير المطلوبة تجعل الامتنان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
977,سبحان الله، مركز رعاية المسنين يقدم أنشطة ترفيهية أكثر من الأنشطة الصحية الأساسية.,الحجازية,لاحظت أسرة أن مركز رعاية مسنين يركز في برنامجه اليومي على الأنشطة الترفيهية أكثر بكثير من الرعاية الصحية والمتابعة الطبية الأساسية لكبار السن المقيمين.,محايد,قلق مباشر من عدم توازن في أولويات رعاية فعلية مهمة,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,لا,متوسط,عدم التوازن الفعلي في أولويات الرعاية يثير قلقًا منطقيًا ومباشرًا لدى الأسرة يستحق متابعة جادة.,Dataset4_1000
978,والله ما توقعت، معلم القرآن اتصل يطمن أهل الطالب الغايب لظرف صحي.,الشرقية,غاب طالب عن حلقة تحفيظ قرآن بسبب ظرف صحي بسيط، فاتصل معلمه شخصيًا بأهله للاطمئنان عليه، دون أن يكتفِ بتسجيل الغياب فقط.,مدح,امتنان حقيقي لاهتمام شخصي يتجاوز الواجب التعليمي البسيط,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الاهتمام الشخصي الفعلي الذي تجاوز الواجب الرسمي البسيط يجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
979,طيب ليش ملعب الحي العام مغلق أغلب الوقت وأطفالنا محتاجين مكان يلعبون فيه؟,الجنوبية,لاحظت أسر في حي سكني أن الملعب العام المخصص للأطفال مغلق أغلب أوقات اليوم دون سبب واضح، بينما يحتاج أطفال الحي فعليًا لمكان آمن للعب.,محايد,استياء مباشر من عدم استغلال مرفق عام لاحتياج فعلي واضح,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,منخفض,عدم الاستغلال الفعلي لمرفق عام رغم احتياج واضح للأطفال يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
980,عاشت الأيادي، أم صديقتي طبخت لنا أكل زيادة لما عرفت إن أمي مريضة هالأسبوع.,الشمالية,علمت جارة أن والدة المتحدثة مريضة ولا تستطيع الطبخ هذا الأسبوع، فبادرت بإرسال وجبات إضافية للعائلة دون أن يُطلب منها ذلك.,مدح,امتنان حقيقي وصادق لمبادرة إنسانية في وقت الحاجة الفعلية,شكر,امتنان,4,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة الإنسانية الفعلية في وقت حاجة حقيقية تجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
981,سبحان الله، صالة الأفراح تسمح بحضور الأطفال بس ما فيها ولا ركن مخصص لهم.,سعودية عامة,سمحت صالة أفراح باصطحاب الأطفال للمناسبات العائلية، لكنها لم توفر أي ركن أو منطقة مخصصة تناسب احتياجاتهم، مما جعل إدارتهم صعبة على الأهالي طوال الحفل.,محايد,استياء مباشر من فجوة بين السماح بالحضور وتوفير الاحتياجات الفعلية,شكوى,استياء,2,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,الفجوة الفعلية بين السماح بالحضور وتوفير احتياجات فعلية للأطفال تجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
